featureIdInt,featureIdName,name,preferenceKey,target,phase,installer,installHook,enableCondition,allowedProcess,deniedProcess
97,lock_screen_alarm,Lock Screen Alarm,system_lsalarm,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemLockScreenHooks.LockScreenAlarmHook(lpparam),"prefs.getBoolean(""system_lsalarm"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
98,status_bar_gestures,Status Bar Gestures,system_statusbarcontrols,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIControlCenterHooks.StatusBarGesturesHook(lpparam),"prefs.getBoolean(""system_statusbarcontrols"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
99,net_speed_interval,Net Speed Interval,system_netspeedinterval,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.NetSpeedIntervalHook(lpparam),"prefs.getInt(""system_netspeedinterval"", 4) != 4",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
100,detailed_net_speed,Detailed Net Speed,system_detailednetspeed_style,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.DetailedNetSpeedHook(lpparam),"prefs.getStringAsInt(""system_detailednetspeed_style"", 1) > 1",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
101,net_speed_style,Net Speed Style,system_detailednetspeed_style,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.NetSpeedStyleHook(lpparam),"prefs.getStringAsInt(""system_detailednetspeed_style"", 1) > 1 ||",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
102,tap_to_unlock,Tap To Unlock,system_taptounlock,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemLockScreenHooks.TapToUnlockHook(lpparam),"prefs.getBoolean(""system_taptounlock"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
103,no_sos,No SOS,system_nosos,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemLockScreenHooks.NoSOSHook(lpparam),"prefs.getBoolean(""system_nosos"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
104,remove_package_notifications_limit,Remove Package Notifications Limit,system_morenotif,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUINotificationHooks.RemovePackageNotificationsLimitHook(lpparam),"prefs.getBoolean(""system_morenotif"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
105,disable_fold_notifications,Disable Fold Notifications,system_notif_disable_fold,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUINotificationHooks.DisableFoldNotificationsHook(lpparam),"prefs.getBoolean(""system_notif_disable_fold"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
107,charging_info,Charging Info,system_charginginfo,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,(default base install),"prefs.getBoolean(""system_charginginfo"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
108,secure_qs_tiles,Secure QS Tiles,system_secureqs,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIControlCenterHooks.SecureQSTilesHook(lpparam),"prefs.getBoolean(""system_secureqs"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
109,mute_visible_notifications,Mute Visible Notifications,system_mutevisiblenotif,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemNotificationHooks.MuteVisibleNotificationsHook(lpparam),"prefs.getBoolean(""system_mutevisiblenotif"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
110,hide_icons_battery1,Hide Icons Battery1,system_statusbaricons_battery1,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemStatusBarIconHooks.HideIconsBattery1Hook(lpparam),"prefs.getBoolean(""system_statusbaricons_battery1"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
111,hide_icons_battery2,Hide Icons Battery2,system_statusbaricons_battery3,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemStatusBarIconHooks.HideIconsBattery2Hook(lpparam),"prefs.getBoolean(""system_statusbaricons_battery3"") ||",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
112,display_wifi_standard,Display WiFi Standard,system_statusbaricons_wifistandard,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemStatusBarIconHooks.DisplayWifiStandardHook(lpparam),"prefs.getStringAsInt(""system_statusbaricons_wifistandard"", 1) > 1",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
113,hide_privacy_indicator,Hide Privacy Indicator,system_statusbaricons_privacy_prompt,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.HidePrivacyIndicatorHook(lpparam),"prefs.getBoolean(""system_statusbaricons_privacy_prompt"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
114,hide_icons_signal,Hide Icons Signal,system_statusbaricons_signal,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.HideIconsSignalHook(lpparam),"prefs.getBoolean(""system_statusbaricons_signal"") ||",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
115,hide_icons_vowifi,Hide Icons VoWiFi,system_statusbaricons_vowifi,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.HideIconsVoWiFiHook(lpparam),"prefs.getBoolean(""system_statusbaricons_vowifi"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
116,hide_icons_selective_alarm,Hide Icons Selective Alarm,system_statusbaricons_alarm,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemStatusBarIconHooks.HideIconsSelectiveAlarmHook(lpparam),"!prefs.getBoolean(""system_statusbaricons_alarm"") &&",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
117,replace_shortcut_app,Replace Shortcut App,system_shortcut_app,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUILockScreenHooks.ReplaceShortcutAppHook(lpparam),"prefs.getString(""system_shortcut_app"", """").isNotEmpty() ||",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
118,qs_haptic,QS Haptic,system_qshaptics,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemAudioHooks.QSHapticHook(lpparam),"prefs.getStringAsInt(""system_qshaptics"", 1) > 1",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
119,collapse_cc_after_click,Collapse CC After Click,system_cc_collapse_after_clicked,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIControlCenterHooks.CollapseCCAfterClickHook(lpparam),"prefs.getBoolean(""system_cc_collapse_after_clicked"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
120,long_click_tile_open_in_free_form,Long Click Tile Open In Free Form,system_cc_freeform_when_longclick,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIControlCenterHooks.LongClickTileOpenInFreeFormHook(lpparam),"prefs.getBoolean(""system_cc_freeform_when_longclick"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
121,switch_cc_and_notification,Switch CC And Notification,system_cc_switch_qsandnotification,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIControlCenterHooks.SwitchCCAndNotificationHook(lpparam),"prefs.getBoolean(""system_cc_switch_qsandnotification"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
122,expand_notifications,Expand Notifications,system_expandnotifs,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemNotificationHooks.ExpandNotificationsHook(lpparam),"prefs.getStringAsInt(""system_expandnotifs"", 1) > 1",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
123,hide_mobile_network_indicator,Hide Mobile Network Indicator,system_mobiletypeicon,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.HideMobileNetworkIndicatorHook(lpparam),"prefs.getStringAsInt(""system_mobiletypeicon"", 1) > 1 ||",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
124,extended_power_menu,Extended Power Menu,system_epm,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUI.ExtendedPowerMenuHook(lpparam),"prefs.getBoolean(""system_epm"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
125,hide_icons,Hide Icons,system_statusbaricons_wifi,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.HideIconsHook(lpparam),"prefs.getBoolean(""system_statusbaricons_wifi"") ||",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
126,hide_icons_from_system_manager,Hide Icons From System Manager,system_statusbaricons_privacy,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.HideIconsFromSystemManager(lpparam),"prefs.getBoolean(""system_statusbaricons_privacy"") ||",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
127,betterpopups_allow_float,Better Popups Allow Float,system_betterpopups_allowfloat,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemWindowHooks.BetterPopupsAllowFloatHook(lpparam),"prefs.getBoolean(""system_betterpopups_allowfloat"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
128,auto_dismiss_expanded_popups,Auto Dismiss Expanded Popups,system_betterpopups_autoclose_expanded,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemNotificationHooks.AutoDismissExpandedPopupsHook(lpparam),"prefs.getBoolean(""system_betterpopups_autoclose_expanded"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
129,disable_heads_up_when_mute,Disable Heads Up When Mute,system_betterpopups_disablewhenmute,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUINotificationHooks.DisableHeadsUpWhenMuteHook(lpparam),"prefs.getBoolean(""system_betterpopups_disablewhenmute"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
130,minimal_notification_view,Minimal Notification View,system_minimalnotifview,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemNotificationHooks.MinimalNotificationViewHook(lpparam),"prefs.getBoolean(""system_minimalnotifview"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
131,notification_channel_settings,Notification Channel Settings,system_notifchannelsettings,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemNotificationHooks.NotificationChannelSettingsHook(lpparam),"prefs.getBoolean(""system_notifchannelsettings"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
132,max_notification_icons,Max Notification Icons,system_maxsbicons,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemNotificationHooks.MaxNotificationIconsHook(lpparam),"prefs.getStringAsInt(""system_maxsbicons"", 0) != 0",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
133,mobile_type_single,Mobile Type Single,system_statusbar_mobiletype_single,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.MobileTypeSingleHook(lpparam),"prefs.getBoolean(""system_statusbar_mobiletype_single"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
134,status_bar_digital_signal,Status Bar Digital Signal,system_statusbar_mobile_digital_signal,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.StatusBarDigitalSignalHook(lpparam),"prefs.getBoolean(""system_statusbar_mobile_digital_signal"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
135,dual_row_signal,Dual Row Signal,system_statusbar_dualsimin2rows,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.DualRowSignalHook(lpparam),"!prefs.getBoolean(""system_statusbar_mobile_digital_signal"") &&",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
136,dual_rows_statusbar,Dual Rows Statusbar,system_statusbar_dualrows,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIStatusBarHooks.DualRowsStatusbarHook(lpparam),"prefs.getBoolean(""system_statusbar_dualrows"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
137,colorize_notification_card,Colorize Notification Card,system_colorizenotifs,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemColorizeNotificationHooks.ColorizeNotificationCardHook(lpparam),"prefs.getStringAsInt(""system_colorizenotifs"", 1) > 1",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
138,open_notify_in_floating_window,Open Notify In Floating Window,system_notify_openinfw,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUINotificationHooks.OpenNotifyInFloatingWindowHook(lpparam),"prefs.getBoolean(""system_notify_openinfw"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
139,disable_side_bar_suggestion,Disable Side Bar Suggestion,system_fw_noblacklist,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemWindowHooks.DisableSideBarSuggestionHook(lpparam),"prefs.getBoolean(""system_fw_noblacklist"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
140,hide_safe_volume_dlg,Hide Safe Volume Dlg,system_nosafevolume,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUIControlCenterHooks.HideSafeVolumeDlgHook(lpparam),"prefs.getBoolean(""system_nosafevolume"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
141,hide_lockscreen_zen_mode,Hide Lockscreen Zen Mode,system_lockscreen_hidezenmode,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUILockScreenHooks.HideLockscreenZenModeHook(lpparam),"prefs.getBoolean(""system_lockscreen_hidezenmode"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
142,disable_keyguard_editor,Disable Keyguard Editor,system_lockscreen_disable_edit,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUILockScreenHooks.DisableKeyguardEditorHook(lpparam),"prefs.getBoolean(""system_lockscreen_disable_edit"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
143,no_password,No Password,system_nopassword,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemLockScreenHooks.NoPasswordHook(lpparam),"prefs.getBoolean(""system_nopassword"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
144,notification_importance,Notification Importance,system_notifimportance,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUINotificationHooks.NotificationImportanceHook(lpparam),"prefs.getBoolean(""system_notifimportance"")",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
145,no_light_up_on_charge_system_ui,No Light Up On Charge System UI,system_nolightuponcharges,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,SystemUI.NoLightUpOnChargeHook(lpparam),"prefs.getStringAsInt(""system_nolightuponcharges"", 1) > 1",com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
146,status_bar_height,Status Bar Height,system_statusbarheight,ANY,PACKAGE_READY,CommonPackageFeatures (MainModule),ModsSystem.StatusBarHeightHook(lpparam),"prefs.getInt(""system_statusbarheight"", 11) > 11",any scoped package where hasEnabledFeature() is true,
147,alarm_compat,Alarm Compat,various_alarmcompat,ANY,PACKAGE_READY,CommonPackageFeatures (MainModule),Various.AlarmCompatHook(),"prefs.getBoolean(""various_alarmcompat"") && prefs.getStringSet(""various_alarmcompat_apps"").contains(packageName)",any scoped package where hasEnabledFeature() is true,
148,launcher_folder_columns_res,Launcher Folder Columns Res,launcher_folder_cols,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,"LauncherFolderHooks.FolderColumnsRes(mPrefs.getInt(""launcher_folder_cols"", 1))","prefs.getInt(""launcher_folder_cols"", 1) > 1",com.miui.home,third-party launchers (unless selected app sets)
149,launcher_horizontal_spacing,Launcher Horizontal Spacing,launcher_horizmargin,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,LauncherLayoutHooks.HorizontalSpacingRes(),"prefs.getInt(""launcher_horizmargin"", 0) > 0",com.miui.home,third-party launchers (unless selected app sets)
150,launcher_indicator_height,Launcher Indicator Height,launcher_indicatorheight,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,LauncherLayoutHooks.IndicatorHeightRes(),"prefs.getInt(""launcher_indicatorheight"", 9) > 9",com.miui.home,third-party launchers (unless selected app sets)
151,launcher_indicator_margin_top,Launcher Indicator Margin Top,launcher_indicator_topmargin,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,LauncherLayoutHooks.IndicatorMarginTopHook(lpparam),"prefs.getInt(""launcher_indicator_topmargin"", 0) > 0",com.miui.home,third-party launchers (unless selected app sets)
152,launcher_unlock_grids,Launcher Unlock Grids,launcher_unlockgrids,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,(default base install),"prefs.getBoolean(""launcher_unlockgrids"")",com.miui.home,third-party launchers (unless selected app sets)
153,launcher_dock_titles,Launcher Dock Titles,launcher_docktitles,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,LauncherIconHooks.ShowHotseatTitlesHook(lpparam),"prefs.getBoolean(""launcher_docktitles"")",com.miui.home,third-party launchers (unless selected app sets)
154,launcher_disable_log,Launcher Disable Log,launcher_disable_log,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,Launcher.DisableLauncherLogHook(lpparam),"prefs.getBoolean(""launcher_disable_log"")",com.miui.home,third-party launchers (unless selected app sets)
155,launcher_workspace_cell_padding_top,Launcher Workspace Cell Padding Top,launcher_topmargin,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,LauncherLayoutHooks.WorkspaceCellPaddingTopHook(lpparam),"prefs.getInt(""launcher_topmargin"", 0) > 0",com.miui.home,third-party launchers (unless selected app sets)
156,launcher_dock_margin_top,Launcher Dock Margin Top,launcher_dock_topmargin,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,LauncherLayoutHooks.DockMarginTopHook(lpparam),"prefs.getInt(""launcher_dock_topmargin"", 0) > 0",com.miui.home,third-party launchers (unless selected app sets)
157,launcher_dock_margin_bottom,Launcher Dock Margin Bottom,launcher_dock_bottommargin,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,LauncherLayoutHooks.DockMarginBottomHook(lpparam),"prefs.getInt(""launcher_dock_bottommargin"", 0) > 0",com.miui.home,third-party launchers (unless selected app sets)
158,launcher_dock_height,Launcher Dock Height,launcher_dock_height,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,LauncherLayoutHooks.DockHeightHook(lpparam),"prefs.getInt(""launcher_dock_height"", 60) > 60",com.miui.home,third-party launchers (unless selected app sets)
159,launcher_privacy_apps_gest,Launcher Privacy Apps Gest,launcher_privacyapps_gest,LAUNCHER,PACKAGE_READY,LauncherPackageReadyFeatures,Launcher.setupLauncher(lpparam),"prefs.getBoolean(""launcher_privacyapps_gest"")",com.miui.home,third-party launchers (unless selected app sets)
160,launcher_homescreen_swipes,Launcher Homescreen Swipes,launcher_swipedown_action,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherGestureHooks.HomescreenSwipesHook(lpparam),"prefs.getInt(""launcher_swipedown_action"", 1) != 1 || prefs.getInt(""launcher_swipeup_action"", 1) != 1 || prefs.getInt(""launcher_swipedown2_action"", 1) != 1 || prefs.getInt(""launcher_swipeup2_action"", 1) != 1",com.miui.home,third-party launchers (unless selected app sets)
161,launcher_hot_seat_swipes,Launcher Hot Seat Swipes,launcher_swipeleft_action,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherGestureHooks.HotSeatSwipesHook(lpparam),"prefs.getInt(""launcher_swipeleft_action"", 1) != 1 || prefs.getInt(""launcher_swiperight_action"", 1) != 1",com.miui.home,third-party launchers (unless selected app sets)
162,launcher_shake,Launcher Shake,launcher_shake_action,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherGestureHooks.ShakeHook(lpparam),"prefs.getInt(""launcher_shake_action"", 1) != 1",com.miui.home,third-party launchers (unless selected app sets)
163,launcher_double_tap,Launcher Double Tap,launcher_doubletap_action,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherGestureHooks.LauncherDoubleTapHook(lpparam),"prefs.getInt(""launcher_doubletap_action"", 1) != 1",com.miui.home,third-party launchers (unless selected app sets)
164,launcher_pinch,Launcher Pinch,launcher_pinch_action,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherGestureHooks.LauncherPinchHook(lpparam),"prefs.getInt(""launcher_pinch_action"", 1) != 1",com.miui.home,third-party launchers (unless selected app sets)
165,launcher_folder_columns,Launcher Folder Columns,launcher_folder_cols,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherFolderHooks.FolderColumnsHook(lpparam),"prefs.getInt(""launcher_folder_cols"", 1) > 1",com.miui.home,third-party launchers (unless selected app sets)
166,launcher_icon_scale,Launcher Icon Scale,launcher_iconscale,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherIconHooks.IconScaleHook(lpparam),"prefs.getInt(""launcher_iconscale"", 45) > 45",com.miui.home,third-party launchers (unless selected app sets)
167,launcher_title_font_size,Launcher Title Font Size,launcher_titlefontsize,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherIconHooks.TitleFontSizeHook(lpparam),"prefs.getInt(""launcher_titlefontsize"", 5) > 5",com.miui.home,third-party launchers (unless selected app sets)
168,launcher_title_top_margin,Launcher Title Top Margin,launcher_titletopmargin,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherIconHooks.TitleTopMarginHook(lpparam),"prefs.getInt(""launcher_titletopmargin"", 0) > 0",com.miui.home,third-party launchers (unless selected app sets)
169,launcher_no_clock_hide,Launcher No Clock Hide,launcher_noclockhide,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherIconHooks.NoClockHideHook(lpparam),"prefs.getBoolean(""launcher_noclockhide"")",com.miui.home,third-party launchers (unless selected app sets)
170,launcher_rename_shortcuts,Launcher Rename Shortcuts,launcher_renameapps,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherIconHooks.RenameShortcutsHook(lpparam),"prefs.getBoolean(""launcher_renameapps"")",com.miui.home,third-party launchers (unless selected app sets)
171,launcher_title_shadow,Launcher Title Shadow,launcher_darkershadow,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherIconHooks.TitleShadowHook(lpparam),"prefs.getBoolean(""launcher_darkershadow"")",com.miui.home,third-party launchers (unless selected app sets)
172,launcher_hide_nav_bar,Launcher Hide Nav Bar,controls_nonavbar,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,Launcher.HideNavBarHook(lpparam),"prefs.getBoolean(""controls_nonavbar"")",com.miui.home,third-party launchers (unless selected app sets)
173,launcher_infinite_scroll,Launcher Infinite Scroll,launcher_infinitescroll,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherLayoutHooks.InfiniteScrollHook(lpparam),"prefs.getBoolean(""launcher_infinitescroll"")",com.miui.home,third-party launchers (unless selected app sets)
174,launcher_hide_titles,Launcher Hide Titles,launcher_hidetitles,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherIconHooks.HideTitlesHook(lpparam),"prefs.getBoolean(""launcher_hidetitles"")",com.miui.home,third-party launchers (unless selected app sets)
175,launcher_fix_app_info_launch,Launcher Fix App Info Launch,launcher_fixlaunch,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,Launcher.FixAppInfoLaunchHook(lpparam),"prefs.getBoolean(""launcher_fixlaunch"")",com.miui.home,third-party launchers (unless selected app sets)
176,launcher_no_widget_only,Launcher No Widget Only,launcher_nowidgetonly,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherLayoutHooks.NoWidgetOnlyHook(lpparam),"prefs.getBoolean(""launcher_nowidgetonly"")",com.miui.home,third-party launchers (unless selected app sets)
177,launcher_reverse_portrait,Launcher Reverse Portrait,launcher_sensorportrait,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,Launcher.ReverseLauncherPortraitHook(lpparam),"prefs.getBoolean(""launcher_sensorportrait"")",com.miui.home,third-party launchers (unless selected app sets)
178,launcher_max_hotseat_icons,Launcher Max Hotseat Icons,launcher_unlockhotseat,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherLayoutHooks.MaxHotseatIconsCountHook(lpparam),"prefs.getBoolean(""launcher_unlockhotseat"")",com.miui.home,third-party launchers (unless selected app sets)
179,launcher_close_folder_on_launch,Launcher Close Folder On Launch,launcher_closefolders,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherFolderHooks.CloseFolderOnLaunchHook(lpparam),"prefs.getStringAsInt(""launcher_closefolders"", 1) > 1",com.miui.home,third-party launchers (unless selected app sets)
180,launcher_recents_blur,Launcher Recents Blur,system_recents_blur,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,Launcher.RecentsBlurRatioHook(lpparam),"prefs.getInt(""system_recents_blur"", 100) < 100",com.miui.home,third-party launchers (unless selected app sets)
181,launcher_back_gesture_area_height,Launcher Back Gesture Area Height,controls_fsg_coverage,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,Controls.BackGestureAreaHeightHook(lpparam),"prefs.getInt(""controls_fsg_coverage"", 60) != 60",com.miui.home,third-party launchers (unless selected app sets)
182,launcher_back_gesture_area_width,Launcher Back Gesture Area Width,controls_fsg_width,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,Controls.BackGestureAreaWidthHook(lpparam),"prefs.getInt(""controls_fsg_width"", 100) > 100",com.miui.home,third-party launchers (unless selected app sets)
183,launcher_fsgestures,Launcher Fsgestures,controls_fsg_horiz,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherGestureHooks.FSGesturesHook(lpparam),"prefs.getBoolean(""controls_fsg_horiz"")",com.miui.home,third-party launchers (unless selected app sets)
184,launcher_hide_memory_clean,Launcher Hide Memory Clean,system_removecleaner,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,"ModsSystem.HideMemoryCleanHook(lpparam, true)","prefs.getBoolean(""system_removecleaner"")",com.miui.home,third-party launchers (unless selected app sets)
185,launcher_disable_wallpaper_scale,Launcher Disable Wallpaper Scale,system_recents_disable_wallpaperscale,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherAnimationHooks.DisableLauncherWallpaperScale(lpparam),"prefs.getBoolean(""system_recents_disable_wallpaperscale"") || prefs.getBoolean(""launcher_disable_wallpaperscale"")",com.miui.home,third-party launchers (unless selected app sets)
186,launcher_hide_status_bar_in_recents,Launcher Hide Status Bar In Recents,system_recents_hide_statusbar,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,Launcher.HideStatusBarInRecentsHook(lpparam),"prefs.getBoolean(""system_recents_hide_statusbar"")",com.miui.home,third-party launchers (unless selected app sets)
187,launcher_multi_window_plus,Launcher Multi Window Plus,system_fw_splitscreen,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,SystemWindowHooks.MultiWindowPlusHook(lpparam),"prefs.getBoolean(""system_fw_splitscreen"")",com.miui.home,third-party launchers (unless selected app sets)
